transaction_id,date,store_id,product_id,quantity,unit_price,discount_pct,sales_value
103,2023-01-03,2,1,5.0,94.28,0.0,471.4
104,2023-01-03,4,18,4.0,26.73,0.0,106.92
105,2023-01-03,4,32,1.0,181.5,0.20697509737272696,143.93
106,2023-01-03,2,11,1.0,50.65,0.0,50.65
107,2023-01-03,8,21,2.0,70.06,0.0,140.12
108,2023-01-03,2,26,4.0,92.25,0.0,369.0
109,2023-01-03,4,25,2.0,96.32,0.0,192.64
110,2023-01-03,2,22,2.0,79.06,0.0,158.12
111,2023-01-03,4,27,2.0,125.49,0.0,250.98
112,2023-01-03,4,13,3.0,226.66,0.0,679.98
113,2023-01-03,5,33,3.0,45.39,0.0,136.17
114,2023-01-03,1,34,2.0,6.03,0.0,12.06
115,2023-01-03,4,35,4.0,248.73,0.14261802569784549,853.03
116,2023-01-03,8,1,1.0,94.28,0.17113074629775532,78.15
117,2023-01-03,3,21,4.0,70.06,0.20456369288257398,222.91
118,2023-01-03,6,6,5.0,63.67,0.0,318.35
119,2023-01-03,7,28,3.0,38.16,0.16563367903328696,95.52
120,2023-01-03,1,17,1.0,241.5,0.0,241.5
121,2023-01-03,1,5,1.0,185.37,0.0,185.37
122,2023-01-03,1,31,5.0,202.74,0.0,1013.7
123,2023-01-03,5,5,5.0,185.37,0.0,926.85
124,2023-01-03,4,38,2.0,235.01,0.0,470.02
125,2023-01-03,5,3,3.0,140.11,0.0,420.33
126,2023-01-04,2,8,1.0,94.17,0.15968616884708475,79.13
127,2023-01-04,6,40,3.0,115.79,0.1943715677265314,279.85
128,2023-01-04,3,19,1.0,52.25,0.13884061295459899,45.0
129,2023-01-04,3,37,2.0,229.05,0.1478705275503755,390.36
130,2023-01-04,7,6,3.0,63.67,0.0,191.01
131,2023-01-04,8,26,2.0,92.25,0.0,184.5
132,2023-01-04,1,34,3.0,6.03,0.0,18.09
133,2023-01-04,7,6,5.0,63.67,0.18571232765335222,259.23
134,2023-01-04,5,37,4.0,229.05,0.0,916.2
135,2023-01-04,4,33,5.0,45.39,0.0,226.95
136,2023-01-04,2,22,2.0,79.06,0.0,158.12
137,2023-01-04,7,21,4.0,70.06,0.0,280.24
138,2023-01-04,1,6,3.0,63.67,0.0,191.01
139,2023-01-04,1,6,4.0,63.67,0.0,254.68
140,2023-01-04,7,4,1.0,11.33,0.0,11.33
141,2023-01-04,6,30,4.0,19.62,0.0,78.48
142,2023-01-04,2,11,1.0,50.65,0.0,50.65
143,2023-01-04,6,30,4.0,19.62,0.2994231539809608,54.98
144,2023-01-04,4,31,1.0,202.74,0.0,202.74
145,2023-01-04,1,24,2.0,197.31,0.0,394.62
146,2023-01-04,1,9,5.0,147.97,0.0,739.85
147,2023-01-04,5,3,3.0,140.11,0.0,420.33
148,2023-01-04,4,31,4.0,202.74,0.0,810.96
149,2023-01-04,1,40,5.0,115.79,0.0,578.95
150,2023-01-04,4,37,3.0,229.05,0.0,687.15
151,2023-01-04,2,36,3.0,199.37,0.0,598.11
152,2023-01-04,3,24,1.0,197.31,0.0,197.31
153,2023-01-04,1,31,2.0,202.74,0.0,405.48
154,2023-01-04,5,6,2.0,63.67,0.0,127.34
155,2023-01-04,2,2,5.0,41.66,0.0,208.3
156,2023-01-04,7,20,2.0,11.5,0.0,23.0
157,2023-01-04,4,28,4.0,38.16,0.0,152.64
158,2023-01-04,7,11,2.0,50.65,0.0,101.3
159,2023-01-04,6,4,5.0,11.33,0.0,56.65
160,2023-01-04,2,15,,242.67,0.0,485.34
161,2023-01-05,3,37,4.0,229.05,0.0,916.2
162,2023-01-05,3,8,5.0,94.17,0.25627683285566494,350.18
163,2023-01-05,4,28,1.0,38.16,0.0,38.16
164,2023-01-05,4,31,1.0,202.74,0.0,202.74
165,2023-01-05,2,9,5.0,147.97,0.0,739.85
166,2023-01-05,3,29,3.0,239.04,0.0,717.12
167,2023-01-05,3,14,2.0,279.94,0.0,559.88
168,2023-01-05,5,40,4.0,115.79,0.0,463.16
169,2023-01-05,4,22,2.0,79.06,0.0,158.12
170,2023-01-05,3,11,5.0,50.65,0.0,253.25
171,2023-01-05,6,23,1.0,78.96,0.0,78.96
172,2023-01-05,2,1,1.0,94.28,0.0,94.28
173,2023-01-05,8,37,4.0,229.05,0.0,916.2
174,2023-01-05,6,21,1.0,70.06,0.0,70.06
175,2023-01-05,6,26,1.0,92.25,0.0,92.25
176,2023-01-05,8,36,,199.37,0.0,797.48
177,2023-01-05,7,23,4.0,78.96,0.0,315.84
178,2023-01-05,7,1,5.0,94.28,0.0,471.4
179,2023-01-05,2,40,1.0,115.79,0.0,115.79
180,2023-01-05,6,15,1.0,242.67,0.0,242.67
181,2023-01-05,3,21,5.0,70.06,0.0,350.3
182,2023-01-05,4,9,3.0,147.97,0.0,443.91
183,2023-01-05,2,9,3.0,147.97,0.0,443.91
184,2023-01-05,5,10,3.0,173.99,0.0,521.97
185,2023-01-05,8,26,5.0,92.25,0.0,461.25
186,2023-01-05,6,35,1.0,248.73,0.0,248.73
187,2023-01-05,2,25,5.0,96.32,0.0,481.6
188,2023-01-05,1,26,5.0,92.25,0.2228054644024136,358.48
189,2023-01-05,1,11,3.0,50.65,0.0,151.95
190,2023-01-05,7,38,2.0,235.01,0.0,470.02
191,2023-01-05,8,2,1.0,41.66,0.18241541966377028,34.06
192,2023-01-05,4,7,3.0,159.35,0.0,478.05
193,2023-01-05,3,18,2.0,26.73,0.0,53.46
194,2023-01-05,4,27,2.0,125.49,0.0,250.98
195,2023-01-05,4,34,4.0,6.03,0.15131202200692218,20.47
196,2023-01-05,4,27,1.0,125.49,0.0,125.49
197,2023-01-05,8,17,2.0,241.5,0.0,483.0
198,2023-01-05,4,24,3.0,197.31,0.0,591.93
199,2023-01-05,5,25,4.0,96.32,0.0,385.28
200,2023-01-05,8,7,1.0,159.35,0.0,159.35
201,2023-01-06,2,36,2.0,199.37,0.0,398.74
202,2023-01-06,4,39,4.0,19.02,0.0,76.08
203,2023-01-06,5,40,3.0,115.79,0.09636822739418062,313.89
204,2023-01-06,1,35,5.0,248.73,0.0,1243.65
205,2023-01-06,5,34,4.0,6.03,0.0,24.12
206,2023-01-06,7,24,3.0,197.31,0.06750742643686776,551.97
207,2023-01-06,2,22,3.0,79.06,0.0,237.18
208,2023-01-06,5,5,1.0,185.37,0.0,185.37
209,2023-01-06,1,33,5.0,45.39,0.0,226.95
210,2023-01-06,2,36,1.0,199.37,0.05939919330156522,187.53
211,2023-01-06,5,20,2.0,11.5,0.0,23.0
212,2023-01-06,4,19,1.0,52.25,0.0,52.25
213,2023-01-06,6,35,1.0,248.73,0.0,248.73
214,2023-01-06,2,17,4.0,241.5,0.0,966.0
215,2023-01-06,6,34,3.0,6.03,0.0,18.09
216,2023-01-06,8,9,5.0,147.97,0.0,739.85
217,2023-01-06,2,26,1.0,92.25,0.0,92.25
218,2023-01-06,4,2,5.0,41.66,0.0,208.3
219,2023-01-06,6,9,1.0,147.97,0.0,147.97
220,2023-01-06,3,9,2.0,147.97,0.0,295.94
221,2023-01-06,1,40,1.0,115.79,0.0,115.79
222,2023-01-06,3,17,4.0,241.5,0.0,966.0
223,2023-01-06,5,1,3.0,94.28,0.0,282.84
224,2023-01-06,4,25,2.0,96.32,0.0,192.64
225,2023-01-06,3,40,1.0,115.79,0.0,115.79
226,2023-01-06,2,25,5.0,96.32,0.0,481.6
227,2023-01-06,5,39,2.0,19.02,0.0,38.04
228,2023-01-06,5,35,2.0,248.73,0.0,497.46
229,2023-01-06,3,3,1.0,140.11,0.0,140.11
230,2023-01-06,8,37,2.0,229.05,0.0,458.1
231,2023-01-06,3,30,5.0,19.62,0.0,98.1
232,2023-01-07,4,32,3.0,181.5,0.09636471866916359,492.03
233,2023-01-07,6,35,3.0,248.73,0.16552432269141515,622.68
234,2023-01-07,7,38,1.0,235.01,0.0,235.01
235,2023-01-07,8,13,5.0,226.66,0.0,1133.3
236,2023-01-07,7,25,3.0,96.32,0.0,288.96
237,2023-01-07,6,9,5.0,147.97,0.0,739.85
238,2023-01-07,8,4,1.0,11.33,0.0,11.33
239,2023-01-07,3,14,5.0,279.94,0.0,1399.7
240,2023-01-07,6,37,2.0,229.05,0.0,458.1
241,2023-01-07,5,34,4.0,6.03,0.2128798667005662,18.99
242,2023-01-07,2,11,3.0,50.65,0.0,151.95
243,2023-01-07,1,3,4.0,140.11,0.0,560.44
244,2023-01-07,7,28,5.0,38.16,0.0,190.8
245,2023-01-07,4,29,3.0,239.04,0.0,717.12
246,2023-01-07,4,9,5.0,147.97,0.08739516066689144,675.19
247,2023-01-07,3,3,2.0,140.11,0.0,280.22
248,2023-01-07,8,25,1.0,96.32,0.0,96.32
249,2023-01-07,4,34,3.0,6.03,0.0,18.09
250,2023-01-07,5,12,2.0,204.81,0.2936749629676725,289.32
251,2023-01-07,7,9,2.0,147.97,0.0,295.94
252,2023-01-07,6,15,3.0,242.67,0.0,728.01
253,2023-01-07,5,40,,115.79,0.0,578.95
254,2023-01-07,3,25,2.0,96.32,0.0,192.64
255,2023-01-07,5,5,4.0,185.37,0.0,741.48
256,2023-01-07,6,11,2.0,50.65,0.0,101.3
257,2023-01-07,2,34,5.0,6.03,0.0,30.15
258,2023-01-07,3,24,5.0,197.31,0.08648051850878637,901.23
259,2023-01-07,2,15,4.0,242.67,0.0,970.68
260,2023-01-07,1,38,2.0,235.01,0.0,470.02
261,2023-01-07,2,8,5.0,94.17,0.054591909235135,445.15
262,2023-01-07,1,5,3.0,185.37,0.0,556.11
263,2023-01-07,1,26,1.0,92.25,0.0,92.25
264,2023-01-07,2,18,1.0,26.73,0.0,26.73
265,2023-01-07,3,6,1.0,63.67,0.0,63.67
266,2023-01-07,8,37,2.0,229.05,0.0,458.1
267,2023-01-07,6,13,4.0,226.66,0.0,906.64
268,2023-01-07,5,28,5.0,38.16,0.0,190.8
269,2023-01-07,5,5,3.0,185.37,0.0,556.11
270,2023-01-07,6,13,3.0,226.66,0.0,679.98
271,2023-01-07,7,17,2.0,241.5,0.0,483.0
272,2023-01-07,7,40,1.0,115.79,0.0,115.79
273,2023-01-07,1,32,2.0,181.5,0.0,363.0
274,2023-01-07,1,29,4.0,239.04,0.0,956.16
275,2023-01-07,3,3,4.0,140.11,0.0,560.44
276,2023-01-07,4,40,5.0,115.79,0.0,578.95
277,2023-01-07,2,34,5.0,6.03,0.0,30.15
278,2023-01-07,1,40,4.0,115.79,0.0,463.16
279,2023-01-07,5,27,4.0,125.49,0.0,501.96
280,2023-01-07,3,13,4.0,226.66,0.28788749358883176,645.63
281,2023-01-07,2,33,2.0,45.39,0.0,90.78
282,2023-01-07,3,6,4.0,63.67,0.0,254.68
283,2023-01-07,2,24,3.0,197.31,0.0,591.93
284,2023-01-07,2,19,1.0,52.25,0.20415114546561852,41.58
285,2023-01-07,6,16,4.0,180.43,0.0,721.72
286,2023-01-07,1,40,1.0,115.79,0.0,115.79
287,2023-01-07,8,28,2.0,38.16,0.0,76.32
288,2023-01-07,3,33,1.0,45.39,0.0,45.39
289,2023-01-08,7,3,4.0,140.11,0.26660966688191134,411.02
290,2023-01-08,3,28,2.0,38.16,0.0,76.32
291,2023-01-08,7,10,1.0,173.99,0.0,173.99
292,2023-01-08,7,35,3.0,248.73,0.0,746.19
293,2023-01-08,3,29,,239.04,0.12217139888265953,209.84
294,2023-01-08,4,15,1.0,242.67,0.07727740794143743,223.92
295,2023-01-08,8,33,4.0,45.39,0.0,181.56
296,2023-01-08,4,7,2.0,159.35,0.0,318.7
297,2023-01-08,6,12,3.0,204.81,0.0,614.43
298,2023-01-08,2,30,5.0,19.62,0.0,98.1
299,2023-01-08,6,21,5.0,70.06,0.0,350.3
300,2023-01-08,2,31,1.0,202.74,0.2694727897603319,148.11
301,2023-01-08,7,24,4.0,197.31,0.0,789.24
302,2023-01-08,3,20,4.0,11.5,0.0,46.0
303,2023-01-08,7,37,5.0,229.05,0.0,1145.25
304,2023-01-08,1,4,3.0,11.33,0.0,33.99
305,2023-01-08,4,28,2.0,38.16,0.0,76.32
306,2023-01-08,2,20,3.0,11.5,0.0,34.5
307,2023-01-08,6,24,2.0,197.31,0.0,394.62
308,2023-01-08,3,32,5.0,181.5,0.20245795137467365,723.77
309,2023-01-08,2,36,2.0,199.37,0.1908597318371147,322.64
310,2023-01-08,6,34,4.0,6.03,0.1451049260581994,20.62
311,2023-01-08,4,36,1.0,199.37,0.0,199.37
312,2023-01-08,7,2,1.0,41.66,0.0,41.66
313,2023-01-08,4,15,5.0,242.67,0.0,1213.35
314,2023-01-08,5,34,4.0,6.03,0.0,24.12
315,2023-01-08,1,36,3.0,199.37,0.0,598.11
316,2023-01-08,5,6,4.0,63.67,0.0,254.68
317,2023-01-08,3,39,1.0,19.02,0.0,19.02
318,2023-01-08,2,12,1.0,204.81,0.0,204.81
319,2023-01-08,3,3,4.0,140.11,0.0,560.44
320,2023-01-08,7,18,4.0,26.73,0.0,106.92
321,2023-01-08,6,40,1.0,115.79,0.0,115.79
322,2023-01-08,4,21,3.0,70.06,0.0,210.18
323,2023-01-08,5,15,5.0,242.67,0.26179184034314357,895.7
324,2023-01-08,8,33,5.0,45.39,0.0,226.95
325,2023-01-08,5,35,4.0,248.73,0.0,994.92
326,2023-01-08,7,26,5.0,92.25,0.0,461.25
327,2023-01-08,5,8,1.0,94.17,0.0,94.17
328,2023-01-08,7,36,1.0,199.37,0.18165594931723988,163.15
329,2023-01-08,8,30,4.0,19.62,0.0,78.48
330,2023-01-08,3,23,4.0,78.96,0.0,315.84
331,2023-01-08,4,14,4.0,279.94,0.0,1119.76
332,2023-01-08,2,14,3.0,279.94,0.0,839.82
333,2023-01-08,6,2,5.0,41.66,0.0,208.3
334,2023-01-08,2,37,4.0,229.05,0.0,916.2
335,2023-01-08,3,5,2.0,185.37,0.0,370.74
336,2023-01-08,6,38,2.0,235.01,0.0,470.02
337,2023-01-08,5,14,1.0,279.94,0.0,279.94
338,2023-01-08,8,39,5.0,19.02,0.0,95.1
339,2023-01-08,8,25,4.0,96.32,0.0,385.28
340,2023-01-09,3,36,1.0,199.37,0.0,199.37
341,2023-01-09,7,20,5.0,11.5,0.0,57.5
342,2023-01-09,4,4,5.0,11.33,0.0,56.65
343,2023-01-09,5,7,1.0,159.35,0.0,159.35
344,2023-01-09,5,1,1.0,94.28,0.0,94.28
345,2023-01-09,6,13,2.0,226.66,0.18312029813985653,370.31
346,2023-01-09,3,22,3.0,79.06,0.0,237.18
347,2023-01-09,2,21,5.0,70.06,0.0,350.3
348,2023-01-09,6,22,2.0,79.06,0.0,158.12
349,2023-01-09,5,28,3.0,38.16,0.0,114.48
350,2023-01-09,4,9,2.0,147.97,0.0,295.94
351,2023-01-09,8,26,5.0,92.25,0.0,461.25
352,2023-01-09,5,9,1.0,147.97,0.0,147.97
353,2023-01-09,4,15,1.0,242.67,0.10590360862407781,216.97
354,2023-01-09,6,10,3.0,173.99,0.0,521.97
355,2023-01-09,3,24,4.0,197.31,0.0,789.24
356,2023-01-09,5,8,3.0,94.17,0.0,282.51
357,2023-01-09,7,24,4.0,197.31,0.0,789.24
358,2023-01-09,4,16,2.0,180.43,0.16983861003446293,299.57
359,2023-01-09,3,26,2.0,92.25,0.0,184.5
360,2023-01-09,8,27,5.0,125.49,0.20159273610834388,500.96
361,2023-01-09,8,37,4.0,229.05,0.0,916.2
362,2023-01-09,2,4,5.0,11.33,0.0,56.65
363,2023-01-09,4,24,1.0,197.31,0.0,197.31
364,2023-01-09,6,19,4.0,52.25,0.0,209.0
365,2023-01-09,2,36,3.0,199.37,0.28819938190032357,425.74
366,2023-01-09,2,39,1.0,19.02,0.0,19.02
367,2023-01-09,1,10,1.0,173.99,0.0,173.99
368,2023-01-09,5,25,3.0,96.32,0.0,288.96
369,2023-01-09,4,18,1.0,26.73,0.0,26.73
370,2023-01-09,2,19,4.0,52.25,0.0,209.0
371,2023-01-09,1,36,5.0,199.37,0.0,996.85
372,2023-01-09,6,10,1.0,173.99,0.06999134858982549,161.81
373,2023-01-09,3,33,4.0,45.39,0.24418090761792316,137.23
374,2023-01-09,7,5,2.0,185.37,0.0,370.74
375,2023-01-09,7,35,4.0,248.73,0.0,994.92
376,2023-01-09,4,34,5.0,6.03,0.0,30.15
377,2023-01-09,2,33,4.0,45.39,0.0,181.56
378,2023-01-09,7,21,3.0,70.06,0.0,210.18
379,2023-01-09,5,17,5.0,241.5,0.0,1207.5
380,2023-01-09,7,22,2.0,79.06,0.0,158.12
381,2023-01-09,7,37,3.0,229.05,0.0,687.15
382,2023-01-09,7,15,4.0,242.67,0.0,970.68
383,2023-01-09,8,35,5.0,248.73,0.0,1243.65
384,2023-01-09,1,28,2.0,38.16,0.0,76.32
385,2023-01-09,2,7,3.0,159.35,0.0,478.05
386,2023-01-09,5,32,2.0,181.5,0.0,363.0
387,2023-01-09,2,11,4.0,50.65,0.0,202.6
388,2023-01-09,8,10,2.0,173.99,0.0,347.98
389,2023-01-10,7,35,4.0,248.73,0.2820209100815124,714.33
390,2023-01-10,1,7,5.0,159.35,0.10615390296096298,712.17
391,2023-01-10,7,27,2.0,125.49,0.0,250.98
392,2023-01-10,3,28,5.0,38.16,0.0,190.8
393,2023-01-10,1,22,2.0,79.06,0.0,158.12
394,2023-01-10,3,14,5.0,279.94,0.0,1399.7
395,2023-01-10,5,7,1.0,159.35,0.0,159.35
396,2023-01-10,1,37,1.0,229.05,0.0,229.05
397,2023-01-10,4,22,1.0,79.06,0.0,79.06
398,2023-01-10,6,5,1.0,185.37,0.0,185.37
399,2023-01-10,6,2,1.0,41.66,0.0,41.66
400,2023-01-10,3,27,1.0,125.49,0.2114527031638015,98.95
401,2023-01-10,7,21,2.0,70.06,0.0,140.12
402,2023-01-10,8,38,4.0,235.01,0.0,940.04
403,2023-01-10,8,15,5.0,242.67,0.0,1213.35
404,2023-01-10,4,21,1.0,70.06,0.2616285846725695,51.73
405,2023-01-10,1,10,2.0,173.99,0.2797316334098886,250.64
406,2023-01-10,4,23,2.0,78.96,0.0,157.92
407,2023-01-10,4,39,2.0,19.02,0.0,38.04
408,2023-01-10,7,5,4.0,185.37,0.0,741.48
409,2023-01-10,8,1,5.0,94.28,0.0,471.4
410,2023-01-10,1,13,4.0,226.66,0.0,906.64
411,2023-01-10,5,21,3.0,70.06,0.0,210.18
412,2023-01-10,7,26,2.0,92.25,0.2140404594202679,145.01
413,2023-01-10,4,21,3.0,70.06,0.0,210.18
414,2023-01-10,4,18,1.0,26.73,0.0,26.73
415,2023-01-10,5,37,1.0,229.05,0.0,229.05
416,2023-01-10,4,32,4.0,181.5,0.0,726.0
417,2023-01-10,4,36,5.0,199.37,0.06079343394925292,936.25
418,2023-01-10,4,17,3.0,241.5,0.0,724.5
419,2023-01-10,6,35,5.0,248.73,0.0,1243.65
420,2023-01-10,7,11,,50.65,0.0,202.6
421,2023-01-10,2,21,1.0,70.06,0.0,70.06
422,2023-01-10,7,26,5.0,92.25,0.0,461.25
423,2023-01-10,5,4,5.0,11.33,0.0,56.65
424,2023-01-10,4,34,1.0,6.03,0.0,6.03
425,2023-01-10,7,18,3.0,26.73,0.0,80.19
426,2023-01-10,6,40,1.0,115.79,0.0,115.79
427,2023-01-10,8,35,5.0,248.73,0.19758692261469324,997.92
428,2023-01-10,5,29,3.0,239.04,0.0,717.12
429,2023-01-11,5,39,5.0,19.02,0.144228541184093,81.38
430,2023-01-11,6,27,2.0,125.49,0.0,250.98
431,2023-01-11,7,27,4.0,125.49,0.0,501.96
432,2023-01-11,4,2,4.0,41.66,0.0,166.64
433,2023-01-11,7,13,1.0,226.66,0.2843383235539661,162.21
434,2023-01-11,1,9,5.0,147.97,0.0,739.85
435,2023-01-11,8,36,4.0,199.37,0.0,797.48
436,2023-01-11,5,22,1.0,79.06,0.0,79.06
437,2023-01-11,7,26,4.0,92.25,0.0,369.0
438,2023-01-11,8,12,5.0,204.81,0.0,1024.05
439,2023-01-11,2,17,3.0,241.5,0.0,724.5
440,2023-01-11,2,14,5.0,279.94,0.0,1399.7
441,2023-01-11,8,14,2.0,279.94,0.0,559.88
442,2023-01-11,8,34,4.0,6.03,0.0,24.12
443,2023-01-11,1,20,4.0,11.5,0.0,46.0
444,2023-01-11,4,11,2.0,50.65,0.0,101.3
445,2023-01-11,5,16,2.0,180.43,0.0,360.86
446,2023-01-11,3,31,3.0,202.74,0.0,608.22
447,2023-01-11,1,6,4.0,63.67,0.0,254.68
448,2023-01-11,4,19,4.0,52.25,0.0,209.0
449,2023-01-11,8,37,3.0,229.05,0.0,687.15
450,2023-01-11,3,4,1.0,11.33,0.0,11.33
451,2023-01-11,8,4,3.0,11.33,0.0,33.99
452,2023-01-11,8,20,5.0,11.5,0.0,57.5
453,2023-01-11,2,10,4.0,173.99,0.0,695.96
454,2023-01-11,2,24,2.0,197.31,0.0,394.62
455,2023-01-11,3,35,5.0,248.73,0.0,1243.65
456,2023-01-11,1,26,4.0,92.25,0.0,369.0
457,2023-01-11,2,37,3.0,229.05,0.2611973590715054,507.67
458,2023-01-11,5,38,5.0,235.01,0.0,1175.05
459,2023-01-11,8,21,4.0,70.06,0.0,280.24
460,2023-01-12,2,25,4.0,96.32,0.0,385.28
461,2023-01-12,2,21,4.0,70.06,0.0,280.24
462,2023-01-12,3,12,5.0,204.81,0.0,1024.05
463,2023-01-12,1,33,4.0,45.39,0.0,181.56
464,2023-01-12,5,4,4.0,11.33,0.0,45.32
465,2023-01-12,4,7,3.0,159.35,0.0,478.05
466,2023-01-12,2,22,5.0,79.06,0.0,395.3
467,2023-01-12,1,33,1.0,45.39,0.0,45.39
